ctime,datid,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,conflicts,temp_files,temp_bytes,deadlocks,checksum_failures,checksum_last_failure,blk_read_time,blk_write_time,session_time,active_time,idle_in_transaction_time,sessions,sessions_abandoned,sessions_fatal,sessions_killed,stats_reset
1682726623.586095,22501,dbt2,2,4467924,20156,86205788,846451949,239432629,193342704,27118102,50184805,1769294,0,0,0,20,,,0,0,682846903.174,626543230.836,20138236.196,2089,749,0,0,2023-04-28 07:35:51.975166-07
1682726623.586095,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726623.586095,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726683.600171,0,,0,0,0,4302,78322,27685,19477,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682726683.600171,14779,postgres,0,1612,0,11826,208589,898569,92194,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682726683.600171,22501,dbt2,3,4475480,20190,86346926,847804701,239818734,193685242,27163906,50271707,1772496,0,0,0,20,,,0,0,682907237.532,626590509.317,20145496.591,2094,749,0,0,2023-04-28 07:35:51.975166-07
1682726683.600171,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726683.600171,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726743.609175,0,,0,0,0,4324,78472,27742,19518,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682726743.609175,14779,postgres,0,1614,0,11858,208640,899810,92208,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682726743.609175,22501,dbt2,2,4482645,20225,86470453,849080373,240171782,193997364,27207377,50352891,1775458,0,0,0,20,,,0,0,682967526.516,626637605.698,20152821.281,2099,749,0,0,2023-04-28 07:35:51.975166-07
1682726743.609175,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726743.609175,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726803.627110,0,,0,0,0,4349,78624,27816,19560,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682726803.627110,14779,postgres,0,1616,0,11890,208691,901051,92222,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682726803.627110,22501,dbt2,3,4489804,20257,86608562,850312978,240527350,194312286,27249999,50433498,1778410,0,0,0,20,,,0,0,683027885.026,626684547.95,20160233.879,2104,749,0,0,2023-04-28 07:35:51.975166-07
1682726803.627110,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726803.627110,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726863.643599,0,,0,0,0,4377,78828,27923,19615,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682726863.643599,14779,postgres,0,1618,0,11922,208742,902292,92236,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682726863.643599,22501,dbt2,3,4497321,20291,86748173,851615780,240893427,194636139,27295802,50516483,1781312,0,0,0,20,,,0,0,683088523.894,626731638.512,20167647.596,2111,749,0,0,2023-04-28 07:35:51.975166-07
1682726863.643599,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726863.643599,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726923.647980,0,,0,0,0,4402,78952,27986,19650,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682726923.647980,14779,postgres,0,1620,0,11954,208793,903533,92250,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682726923.647980,22501,dbt2,2,4505938,20325,86904223,853137396,241322254,195016946,27347349,50611749,1784724,0,0,0,20,,,0,0,683148967.897,626779088.708,20174701.37,2115,749,0,0,2023-04-28 07:35:51.975166-07
